# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	26450	27181	+							E2P69_RS19030	732		old_locus_tag=E2P69_19055
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	26450	27181	+	WP_008571247.1	WP_008571247.1		phosphatase PAP2 family protein			E2P69_RS19030	732	243	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	27178	28461	-							E2P69_RS19035	1284		old_locus_tag=E2P69_19060
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	27178	28461	-	WP_008571246.1	WP_008571246.1		MFS transporter			E2P69_RS19035	1284	427	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	28655	29359	-							E2P69_RS19040	705		old_locus_tag=E2P69_19065
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	28655	29359	-	WP_033478412.1	WP_033478412.1		aspartate/glutamate racemase family protein			E2P69_RS19040	705	234	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	29498	30409	-							E2P69_RS19045	912		old_locus_tag=E2P69_19070
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	29498	30409	-	WP_033478411.1	WP_033478411.1		DMT family transporter			E2P69_RS19045	912	303	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	30403	31455	-					murB		E2P69_RS19050	1053		old_locus_tag=E2P69_19075
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	30403	31455	-	WP_008571243.1	WP_008571243.1		UDP-N-acetylmuramate dehydrogenase	murB		E2P69_RS19050	1053	350	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	31452	32507	-							E2P69_RS19055	1056		old_locus_tag=E2P69_19080
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	31452	32507	-	WP_005923429.1	WP_005923429.1		quinone-dependent dihydroorotate dehydrogenase			E2P69_RS19055	1056	351	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	32513	33280	-							E2P69_RS19060	768		old_locus_tag=E2P69_19085
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	32513	33280	-	WP_008571242.1	WP_008571242.1		class I SAM-dependent methyltransferase			E2P69_RS19060	768	255	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	33283	33567	-							E2P69_RS19065	285		old_locus_tag=E2P69_19090
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	33283	33567	-	WP_011347158.1	WP_011347158.1		DUF4190 domain-containing protein			E2P69_RS19065	285	94	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	34062	35594	-							E2P69_RS19075	1533		old_locus_tag=E2P69_19100
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	34062	35594	-	WP_008571240.1	WP_008571240.1		aldehyde dehydrogenase family protein			E2P69_RS19075	1533	510	
gene	tRNA	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	35726	35802	+							E2P69_RS19080	77		old_locus_tag=E2P69_19105
tRNA		GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	35726	35802	+				tRNA-Arg			E2P69_RS19080	77		anticodon=CCT
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	36083	36634	-							E2P69_RS19085	552		old_locus_tag=E2P69_19110
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	36083	36634	-	WP_029819254.1	WP_029819254.1		CPBP family intramembrane metalloprotease			E2P69_RS19085	552	183	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	36933	37307	-							E2P69_RS19090	375		old_locus_tag=E2P69_19115
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	36933	37307	-	WP_031422375.1	WP_031422375.1		glyoxalase/bleomycin resistance/dioxygenase family protein			E2P69_RS19090	375	124	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	37439	38362	+							E2P69_RS19095	924		old_locus_tag=E2P69_19120
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	37439	38362	+	WP_008573339.1	WP_008573339.1		helix-turn-helix domain-containing protein			E2P69_RS19095	924	307	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	39147	40847	+							E2P69_RS19100	1701		old_locus_tag=E2P69_19125
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	39147	40847	+	WP_008573340.1	WP_008573340.1		ShlB/FhaC/HecB family hemolysin secretion/activation protein			E2P69_RS19100	1701	566	
gene	pseudogene	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	40918	53610	+							E2P69_RS19105	12693		partial;pseudo;old_locus_tag=E2P69_19130
CDS	without_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	40918	53610	+				hemagglutinin repeat-containing protein			E2P69_RS19105	12693		partial;pseudo
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	55163	55531	+							E2P69_RS19110	369		old_locus_tag=E2P69_19135
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	55163	55531	+	WP_008576064.1	WP_008576064.1		immunity 8 family protein			E2P69_RS19110	369	122	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	55584	55713	-							E2P69_RS19115	130		partial;old_locus_tag=E2P69_19140
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000023.1	55584	55713	-	WP_145481341.1	WP_145481341.1		transposase			E2P69_RS19115	130	42	partial
gene	pseudogene	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	1	239	-							E2P69_RS19120	239		partial;pseudo;old_locus_tag=E2P69_19145
CDS	without_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	1	239	-				conjugal transfer protein TrbH			E2P69_RS19120	239		partial;pseudo
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	242	1141	-					trbG		E2P69_RS19125	900		old_locus_tag=E2P69_19150
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	242	1141	-	WP_006122480.1	WP_006122480.1		P-type conjugative transfer protein TrbG	trbG		E2P69_RS19125	900	299	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	1159	1941	-							E2P69_RS19130	783		old_locus_tag=E2P69_19155
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	1159	1941	-	WP_011114048.1	WP_011114048.1		conjugal transfer protein TrbF			E2P69_RS19130	783	260	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	1938	4496	-							E2P69_RS19135	2559		old_locus_tag=E2P69_19160
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	1938	4496	-	WP_011114047.1	WP_011114047.1		VirB4 family type IV secretion/conjugal transfer ATPase			E2P69_RS19135	2559	852	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	4493	4804	-							E2P69_RS19140	312		old_locus_tag=E2P69_19165
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	4493	4804	-	WP_001207961.1	WP_001207961.1		VirB3 family type IV secretion system protein			E2P69_RS19140	312	103	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	4808	5272	-					trbC		E2P69_RS19145	465		old_locus_tag=E2P69_19170
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	4808	5272	-	WP_011114046.1	WP_011114046.1		conjugal transfer system pilin TrbC	trbC		E2P69_RS19145	465	154	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	5289	6251	-					trbB		E2P69_RS19150	963		old_locus_tag=E2P69_19175
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	5289	6251	-	WP_000132020.1	WP_000132020.1		P-type conjugative transfer ATPase TrbB	trbB		E2P69_RS19150	963	320	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	6561	6923	-							E2P69_RS19155	363		old_locus_tag=E2P69_19180
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	6561	6923	-	WP_011114045.1	WP_011114045.1		transcriptional regulator			E2P69_RS19155	363	120	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	7037	7378	+							E2P69_RS19160	342		old_locus_tag=E2P69_19185
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	7037	7378	+	WP_000019167.1	WP_000019167.1		single-stranded DNA-binding protein			E2P69_RS19160	342	113	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	7425	8645	+							E2P69_RS19165	1221		old_locus_tag=E2P69_19190
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	7425	8645	+	WP_011114072.1	WP_011114072.1		replication initiator protein A			E2P69_RS19165	1221	406	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	8758	9192	-					merR		E2P69_RS19170	435		old_locus_tag=E2P69_19195
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	8758	9192	-	WP_145481343.1	WP_145481343.1		Hg(II)-responsive transcriptional regulator	merR		E2P69_RS19170	435	144	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	9264	9614	+					merT		E2P69_RS19175	351		old_locus_tag=E2P69_19200
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	9264	9614	+	WP_063459339.1	WP_063459339.1		mercuric ion transporter MerT	merT		E2P69_RS19175	351	116	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	9627	9902	+					merP		E2P69_RS19180	276		old_locus_tag=E2P69_19205
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	9627	9902	+	WP_003131987.1	WP_003131987.1		mercury resistance system periplasmic binding protein MerP	merP		E2P69_RS19180	276	91	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	9974	11659	+					merA		E2P69_RS19185	1686		old_locus_tag=E2P69_19210
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	9974	11659	+	WP_145481346.1	WP_145481346.1		mercury(II) reductase	merA		E2P69_RS19185	1686	561	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	11677	12042	+					merD		E2P69_RS19190	366		old_locus_tag=E2P69_19215
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	11677	12042	+	WP_000995360.1	WP_000995360.1		mercury resistance co-regulator MerD	merD		E2P69_RS19190	366	121	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	12039	12275	+					merE		E2P69_RS19195	237		old_locus_tag=E2P69_19220
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	12039	12275	+	WP_003132004.1	WP_003132004.1		broad-spectrum mercury transporter MerE	merE		E2P69_RS19195	237	78	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	12272	13261	+							E2P69_RS19200	990		old_locus_tag=E2P69_19225
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	12272	13261	+	WP_003132006.1	WP_003132006.1		DUF3330 domain-containing protein			E2P69_RS19200	990	329	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	13391	13951	+							E2P69_RS19205	561		old_locus_tag=E2P69_19230
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	13391	13951	+	WP_011239984.1	WP_011239984.1		recombinase family protein			E2P69_RS19205	561	186	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	13954	14241	+							E2P69_RS19210	288		old_locus_tag=E2P69_19235
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	13954	14241	+	WP_083199224.1	WP_083199224.1		DUF4158 domain-containing protein			E2P69_RS19210	288	95	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	14360	17275	+							E2P69_RS19215	2916		old_locus_tag=E2P69_19240
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	14360	17275	+	WP_145481348.1	WP_145481348.1		Tn3-like element IS1071 family transposase			E2P69_RS19215	2916	971	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	17458	17658	+							E2P69_RS19220	201		old_locus_tag=E2P69_19245
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	17458	17658	+	WP_003159550.1	WP_003159550.1		Tn3 family transposase			E2P69_RS19220	201	66	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	19003	19284	-							E2P69_RS19245	282		old_locus_tag=E2P69_19270
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	19003	19284	-	WP_011114071.1	WP_011114071.1		type II toxin-antitoxin system YafQ family toxin			E2P69_RS19245	282	93	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	19271	19534	-							E2P69_RS19250	264		old_locus_tag=E2P69_19275
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	19271	19534	-	WP_011114070.1	WP_011114070.1		type II toxin-antitoxin system RelB/DinJ family antitoxin			E2P69_RS19250	264	87	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	19707	20135	+							E2P69_RS19255	429		old_locus_tag=E2P69_19280
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	19707	20135	+	WP_011114069.1	WP_011114069.1		antirestriction protein			E2P69_RS19255	429	142	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	20135	20398	+							E2P69_RS19260	264		old_locus_tag=E2P69_19285
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	20135	20398	+	WP_011296181.1	WP_011296181.1		hypothetical protein			E2P69_RS19260	264	87	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	20410	21618	+							E2P69_RS19265	1209		old_locus_tag=E2P69_19290
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	20410	21618	+	WP_011114068.1	WP_011114068.1		hypothetical protein			E2P69_RS19265	1209	402	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	21635	21892	+							E2P69_RS19270	258		old_locus_tag=E2P69_19295
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	21635	21892	+	WP_011114067.1	WP_011114067.1		hypothetical protein			E2P69_RS19270	258	85	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	22050	22286	+					kleA		E2P69_RS19275	237		old_locus_tag=E2P69_19300
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	22050	22286	+	WP_011114066.1	WP_011114066.1		stable inheritance protein KleA	kleA		E2P69_RS19275	237	78	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	22495	22821	+							E2P69_RS19280	327		old_locus_tag=E2P69_19305
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	22495	22821	+	WP_011114065.1	WP_011114065.1		hypothetical protein			E2P69_RS19280	327	108	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	22823	23152	+							E2P69_RS19285	330		old_locus_tag=E2P69_19310
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	22823	23152	+	WP_011114064.1	WP_011114064.1		DUF2761 domain-containing protein			E2P69_RS19285	330	109	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	23259	23567	+							E2P69_RS19290	309		old_locus_tag=E2P69_19315
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	23259	23567	+	WP_011114062.1	WP_011114062.1		KorA protein			E2P69_RS19290	309	102	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	23564	24328	+							E2P69_RS19295	765		old_locus_tag=E2P69_19320
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	23564	24328	+	WP_011114061.1	WP_011114061.1		ParA family protein			E2P69_RS19295	765	254	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	24325	25374	+							E2P69_RS19300	1050		old_locus_tag=E2P69_19325
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	24325	25374	+	WP_011114060.1	WP_011114060.1		ParB/RepB/Spo0J family partition protein			E2P69_RS19300	1050	349	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	25553	26584	+							E2P69_RS19305	1032		old_locus_tag=E2P69_19330
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	25553	26584	+	WP_011114059.1	WP_011114059.1		DNA-binding protein			E2P69_RS19305	1032	343	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	26755	27102	+							E2P69_RS19310	348		old_locus_tag=E2P69_19335
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	26755	27102	+	WP_000664557.1	WP_000664557.1		hypothetical protein			E2P69_RS19310	348	115	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	27131	27784	+							E2P69_RS19315	654		old_locus_tag=E2P69_19340
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	27131	27784	+	WP_000826922.1	WP_000826922.1		hypothetical protein			E2P69_RS19315	654	217	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	27987	28427	-							E2P69_RS19320	441		old_locus_tag=E2P69_19345
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	27987	28427	-	WP_000718516.1	WP_000718516.1		conjugal transfer protein TraM			E2P69_RS19320	441	146	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	28427	29152	-							E2P69_RS19325	726		old_locus_tag=E2P69_19350
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	28427	29152	-	WP_011114058.1	WP_011114058.1		protein TraL			E2P69_RS19325	726	241	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	29152	29550	-							E2P69_RS19330	399		old_locus_tag=E2P69_19355
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	29152	29550	-	WP_001127128.1	WP_001127128.1		TraK family protein			E2P69_RS19330	399	132	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	29924	30298	+					traJ		E2P69_RS19335	375		old_locus_tag=E2P69_19360
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	29924	30298	+	WP_000426567.1	WP_000426567.1		conjugal transfer transcriptional regulator TraJ	traJ		E2P69_RS19335	375	124	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	30333	32573	+							E2P69_RS19340	2241		old_locus_tag=E2P69_19365
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	30333	32573	+	WP_011114057.1	WP_011114057.1		relaxase/mobilization nuclease domain-containing protein			E2P69_RS19340	2241	746	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	32570	34483	+							E2P69_RS19345	1914		old_locus_tag=E2P69_19370
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000024.1	32570	34483	+	WP_000694765.1	WP_000694765.1		type IV secretory system conjugative DNA transfer family protein			E2P69_RS19345	1914	637	
